Host	Symbiont
Mus_musculus_domesticus	s__Eubacterium_R_sp011958665___Mus_musculus_domesticus___464
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___476
Mus_musculus_domesticus	s__Eubacterium_R_sp011958665___Mus_musculus_domesticus___465
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___475
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___480
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___472
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___474
Mus_musculus_domesticus	s__Eubacterium_R_sp011958665___Mus_musculus_domesticus___466
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___473
Mus_musculus_domesticus	s__Eubacterium_R_sp011958665___Mus_musculus_domesticus___467
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___478
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___479
Mus_musculus_domesticus	s__Eubacterium_R_sp009774715___Mus_musculus_domesticus___477
Mus_musculus_domesticus	g__Eubacterium_R___Mus_musculus_domesticus___3559
Mus_musculus_domesticus	g__Eubacterium_R___Mus_musculus_domesticus___3560
Mus_musculus_domesticus	g__Eubacterium_R___Mus_musculus_domesticus___3562
Rattus_norvegicus	g__Acutalibacter___Rattus_norvegicus___5596
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5579
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5586
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5577
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5581
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5584
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5583
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5582
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5578
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5585
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5580
Rattus_norvegicus	g__Acutalibacter___Rattus_norvegicus___5597
Rattus_norvegicus	g__Acutalibacter___Rattus_norvegicus___5599
Rattus_norvegicus	g__Acutalibacter___Rattus_norvegicus___5598
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5575
Mus_musculus_domesticus	s__Acutalibacter_sp009917525___Mus_musculus_domesticus___867
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5573
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5574
Mus_musculus_domesticus	g__Acutalibacter___Mus_musculus_domesticus___5576
Mus_musculus_domesticus	s__Acutalibacter_sp009936055___Mus_musculus_domesticus___857
Mus_musculus_domesticus	s__Acutalibacter_sp009936055___Mus_musculus_domesticus___858
Mus_musculus_domesticus	s__Acutalibacter_sp009936035___Mus_musculus_domesticus___862
Rattus_norvegicus	g__Acutalibacter___Rattus_norvegicus___5600
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6612
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6615
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6618
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6614
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6613
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6616
Rattus_norvegicus	f__Acutalibacteraceae___Rattus_norvegicus___6617
Mus_musculus_domesticus	g__UMGS1071___Mus_musculus_domesticus___1233
Rattus_norvegicus	g__An172___Rattus_norvegicus___5381
Rattus_norvegicus	g__An172___Rattus_norvegicus___5383
Rattus_norvegicus	g__An172___Rattus_norvegicus___5382
Rattus_norvegicus	g__An172___Rattus_norvegicus___5384
Rattus_norvegicus	s__Ruminococcus_E_sp002493635___Rattus_norvegicus___236
Rattus_norvegicus	g__Ruminococcus_E___Rattus_norvegicus___2536
Mus_musculus_domesticus	g__Ruminococcus_E___Mus_musculus_domesticus___2533
Mus_musculus_domesticus	g__Ruminococcus_E___Mus_musculus_domesticus___2532
Mus_musculus_domesticus	g__Ruminococcus_E___Mus_musculus_domesticus___2535
Mus_musculus_domesticus	g__Ruminococcus_E___Mus_musculus_domesticus___2534
Microtus_oeconomus	f__Acutalibacteraceae___Microtus_oeconomus___6603
Mus_musculus_domesticus	f__Acutalibacteraceae___Mus_musculus_domesticus___6604
Mus_musculus_domesticus	g__RUG14215___Mus_musculus_domesticus___2670
Mus_musculus_domesticus	g__HGM12814___Mus_musculus_domesticus___3479
Mus_musculus_domesticus	f__Acutalibacteraceae___Mus_musculus_domesticus___6605
Mus_musculus_domesticus	g__CAG-557___Mus_musculus_domesticus___4520
Peromyscus_eremicus	g__CAG-557___Peromyscus_eremicus___4524
Rattus_norvegicus	g__UMGS856___Rattus_norvegicus___1001
Peromyscus_eremicus	g__Butyricicoccus___Peromyscus_eremicus___5200
Rattus_norvegicus	g__QXXE01___Rattus_norvegicus___2834
Rattus_norvegicus	g__QXXE01___Rattus_norvegicus___2835
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2824
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2825
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2826
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2830
Rattus_norvegicus	f__Butyricicoccaceae___Rattus_norvegicus___6556
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2822
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2823
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2827
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2828
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2829
Mus_musculus_domesticus	g__QXXE01___Mus_musculus_domesticus___2831
Mus_musculus_domesticus	s__QXXE01_sp009911355___Mus_musculus_domesticus___273
Mus_musculus_domesticus	s__QXXE01_sp009911355___Mus_musculus_domesticus___277
Mus_musculus_domesticus	s__QXXE01_sp009911355___Mus_musculus_domesticus___274
Mus_musculus_domesticus	s__QXXE01_sp009911355___Mus_musculus_domesticus___276
Mus_musculus_domesticus	s__QXXE01_sp009911355___Mus_musculus_domesticus___275
Mus_musculus_domesticus	s__QXXE01_sp009911355___Mus_musculus_domesticus___278
Peromyscus_polionotus	f__Butyricicoccaceae___Peromyscus_polionotus___6555
Rattus_norvegicus	g__Butyricicoccus___Rattus_norvegicus___5201
Rattus_norvegicus	g__Agathobaculum___Rattus_norvegicus___5554
Rattus_norvegicus	g__Agathobaculum___Rattus_norvegicus___5555
Rattus_norvegicus	g__Butyricicoccus_A___Rattus_norvegicus___5198
Hydrochoerus_hydrochaeris	f__Butyricicoccaceae___Hydrochoerus_hydrochaeris___6553
Peromyscus_leucopus	g__AM07-15___Peromyscus_leucopus___5409
Peromyscus_sonoriensis	g__AM07-15___Peromyscus_sonoriensis___5410
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5400
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5407
Rattus_norvegicus	g__AM07-15___Rattus_norvegicus___5411
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5401
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5402
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5405
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5406
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5404
Mus_musculus_domesticus	g__AM07-15___Mus_musculus_domesticus___5403
Peromyscus_eremicus	f__Oscillospiraceae___Peromyscus_eremicus___6205
Rattus_norvegicus	f__Oscillospiraceae___Rattus_norvegicus___6209
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5146
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6188
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6193
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6189
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5144
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5145
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5148
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5150
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5149
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5147
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5152
Rattus_norvegicus	g__CAG-110___Rattus_norvegicus___5151
Peromyscus_eremicus	g__UBA9475___Peromyscus_eremicus___1390
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1407
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1340
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1342
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1414
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1413
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1419
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1417
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1420
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1412
Neotoma_albigula	g__UBA9475___Neotoma_albigula___1387
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1310
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1313
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1320
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1319
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1409
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1311
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1312
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1321
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1317
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1322
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1318
Neotoma_albigula	g__UBA9475___Neotoma_albigula___1389
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1400
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1314
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1316
Neotoma_albigula	g__Marseille-P3106___Neotoma_albigula___3212
Microtus_arvalis	g__Marseille-P3106___Microtus_arvalis___3188
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3196
Rattus_norvegicus	g__Marseille-P3106___Rattus_norvegicus___3215
Mus_musculus_domesticus	g__Marseille-P3106___Mus_musculus_domesticus___3197
Rattus_norvegicus	g__Marseille-P3106___Rattus_norvegicus___3216
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3189
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3194
Rattus_norvegicus	g__Marseille-P3106___Rattus_norvegicus___3213
Rattus_norvegicus	g__Marseille-P3106___Rattus_norvegicus___3214
Mus_musculus_domesticus	g__Marseille-P3106___Mus_musculus_domesticus___3198
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3190
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3193
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3192
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3191
Microtus_ochrogaster	g__Marseille-P3106___Microtus_ochrogaster___3195
Mus_musculus_domesticus	g__Flavonifractor___Mus_musculus_domesticus___3510
Mus_musculus_domesticus	g__Flavonifractor___Mus_musculus_domesticus___3512
Mus_musculus_domesticus	g__Flavonifractor___Mus_musculus_domesticus___3514
Mus_musculus_domesticus	g__Flavonifractor___Mus_musculus_domesticus___3515
Mus_musculus_domesticus	g__Flavonifractor___Mus_musculus_domesticus___3513
Mus_musculus_domesticus	g__Flavonifractor___Mus_musculus_domesticus___3511
Rattus_norvegicus	g__Flavonifractor___Rattus_norvegicus___3520
Rattus_norvegicus	g__Flavonifractor___Rattus_norvegicus___3519
Neotoma_albigula	g__UBA9475___Neotoma_albigula___1388
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1396
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1398
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1408
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1421
Microtus_ochrogaster	g__UBA9475___Microtus_ochrogaster___1315
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1391
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1399
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1411
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1415
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1329
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1353
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1330
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1392
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1394
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1395
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1402
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1324
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1401
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1360
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1397
Microtus_arvalis	g__UBA9475___Microtus_arvalis___1308
Microtus_arvalis	g__UBA9475___Microtus_arvalis___1309
Myodes_glareolus	g__UBA9475___Myodes_glareolus___1386
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1410
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1404
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1405
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1323
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1365
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1393
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1416
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1325
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1333
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1354
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1355
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1356
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1357
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1362
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1350
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1339
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1343
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1331
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1344
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1351
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1363
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1332
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1345
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1347
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1348
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1326
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1346
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1349
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1335
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1337
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1328
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1327
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1418
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1334
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1352
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1358
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1359
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1361
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1367
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1366
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1336
Microtus_arvalis	g__UBA9475___Microtus_arvalis___1307
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1364
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1338
Mus_musculus_domesticus	g__UBA9475___Mus_musculus_domesticus___1341
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1403
Rattus_norvegicus	g__UBA9475___Rattus_norvegicus___1406
Castor_canadensis	g__Lawsonibacter___Castor_canadensis___3271
Hydrochoerus_hydrochaeris	g__Lawsonibacter___Hydrochoerus_hydrochaeris___3272
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3325
Microtus_ochrogaster	g__Lawsonibacter___Microtus_ochrogaster___3273
Mus_musculus_domesticus	s__Lawsonibacter_sp009911645___Mus_musculus_domesticus___409
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3274
Mus_musculus_domesticus	s__Lawsonibacter_sp003612335___Mus_musculus_domesticus___413
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3279
Mus_musculus_domesticus	s__Lawsonibacter_sp003612335___Mus_musculus_domesticus___414
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3327
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3326
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3330
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3329
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3328
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3334
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3336
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3333
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3295
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3275
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3277
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3282
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3290
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3278
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3280
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3285
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3286
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3291
Mus_musculus_domesticus	s__Lawsonibacter_sp009917615___Mus_musculus_domesticus___407
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3283
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3284
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3287
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3289
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3298
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3300
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3276
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3281
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3331
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3332
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3335
Rattus_norvegicus	g__Lawsonibacter___Rattus_norvegicus___3337
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3296
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3297
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3301
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6179
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3294
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6191
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6190
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6180
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6192
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6181
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6182
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6186
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6187
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3299
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6185
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3288
Mus_musculus_domesticus	f__Oscillospiraceae___Mus_musculus_domesticus___6183
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3293
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3302
Mus_musculus_domesticus	g__Lawsonibacter___Mus_musculus_domesticus___3292
