Host	Symbiont
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1510
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1538
Neotoma_albigula	g__UBA7173___Neotoma_albigula___1571
Microtus_oeconomus	g__UBA7173___Microtus_oeconomus___1549
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1524
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1532
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1518
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1520
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1533
Peromyscus_maniculatus	g__UBA7173___Peromyscus_maniculatus___1587
Peromyscus_sonoriensis	g__UBA7173___Peromyscus_sonoriensis___1592
Peromyscus_polionotus	g__UBA7173___Peromyscus_polionotus___1591
Peromyscus_polionotus	g__UBA7173___Peromyscus_polionotus___1589
Microtus_agrestis	g__UBA7173___Microtus_agrestis___1503
Microtus_agrestis	g__UBA7173___Microtus_agrestis___1504
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1570
Neotoma_albigula	g__UBA7173___Neotoma_albigula___1575
Peromyscus_eremicus	g__UBA7173___Peromyscus_eremicus___1581
Apodemus_agrarius	g__UBA7173___Apodemus_agrarius___1476
Apodemus_flavicollis	g__UBA7173___Apodemus_flavicollis___1488
Apodemus_agrarius	g__UBA7173___Apodemus_agrarius___1480
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1562
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1539
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1508
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1568
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1566
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1531
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1534
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1516
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1526
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1542
Peromyscus_leucopus	g__UBA7173___Peromyscus_leucopus___1583
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1519
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1521
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1540
Microtus_arvalis	g__UBA3263___Microtus_arvalis___1983
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1512
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1529
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1530
Neotoma_albigula	g__UBA7173___Neotoma_albigula___1576
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1564
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1514
Microtus_oeconomus	g__UBA7173___Microtus_oeconomus___1547
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1563
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1567
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1515
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1541
Microtus_agrestis	g__UBA7173___Microtus_agrestis___1498
Microtus_agrestis	g__UBA7173___Microtus_agrestis___1500
Microtus_agrestis	g__UBA7173___Microtus_agrestis___1502
Microtus_agrestis	g__UBA7173___Microtus_agrestis___1505
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1506
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1507
Microtus_oeconomus	g__UBA7173___Microtus_oeconomus___1546
Microtus_oeconomus	g__UBA7173___Microtus_oeconomus___1548
Microtus_arvalis	g__UBA7173___Microtus_arvalis___1509
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1565
Myodes_glareolus	g__UBA7173___Myodes_glareolus___1569
Microtus_ochrogaster	g__UBA7173___Microtus_ochrogaster___1535
Peromyscus_californicus	s__CAG-873_sp001689665___Peromyscus_californicus___673
Peromyscus_maniculatus	s__CAG-873_sp001689665___Peromyscus_maniculatus___676
Peromyscus_leucopus	s__CAG-873_sp001689665___Peromyscus_leucopus___675
Peromyscus_eremicus	s__CAG-873_sp001689665___Peromyscus_eremicus___674
Peromyscus_polionotus	s__CAG-873_sp001689665___Peromyscus_polionotus___678
Peromyscus_polionotus	s__CAG-873_sp001689665___Peromyscus_polionotus___677
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4335
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4343
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4341
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4385
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4358
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4241
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4252
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4242
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4369
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4381
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4387
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4404
Neotoma_lepida	g__CAG-873___Neotoma_lepida___4347
Neotoma_lepida	g__CAG-873___Neotoma_lepida___4348
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4235
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4247
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4268
Microtus_agrestis	g__CAG-873___Microtus_agrestis___4215
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4258
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4379
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4376
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4400
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4337
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4344
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4382
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4402
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4390
Peromyscus_sonoriensis	g__CAG-873___Peromyscus_sonoriensis___4406
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4345
Neotoma_stephensi	g__CAG-873___Neotoma_stephensi___4350
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4246
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4279
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4221
Microtus_agrestis	g__CAG-873___Microtus_agrestis___4211
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4251
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4265
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4254
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4282
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4287
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4229
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4228
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4244
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4257
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4362
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4375
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4397
Peromyscus_sonoriensis	g__CAG-873___Peromyscus_sonoriensis___4407
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4231
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4272
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4250
Microtus_agrestis	g__CAG-873___Microtus_agrestis___4212
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4233
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4249
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4259
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4261
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4276
Castor_canadensis	g__CAG-873___Castor_canadensis___4208
Castor_canadensis	g__CAG-873___Castor_canadensis___4207
Castor_canadensis	g__CAG-873___Castor_canadensis___4209
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4269
Peromyscus_californicus	g__CAG-873___Peromyscus_californicus___4352
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4356
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4365
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4403
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4413
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4415
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4421
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4417
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4195
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4200
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4181
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4238
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4374
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4396
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4243
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___636
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___638
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___639
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___637
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___640
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___642
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___641
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___643
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___647
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___645
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___646
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___648
Mus_musculus_domesticus	s__CAG-873_sp009775275___Mus_musculus_domesticus___644
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4357
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4401
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4392
Peromyscus_leucopus	s__CAG-873_sp002491245___Peromyscus_leucopus___668
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4368
Rattus_norvegicus	s__CAG-873_sp009775195___Rattus_norvegicus___661
Rattus_norvegicus	s__CAG-873_sp009775195___Rattus_norvegicus___663
Rattus_norvegicus	s__CAG-873_sp009775195___Rattus_norvegicus___662
Rattus_norvegicus	s__CAG-873_sp009775195___Rattus_norvegicus___664
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4447
Neotoma_stephensi	g__CAG-873___Neotoma_stephensi___4351
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4332
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4354
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4377
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4391
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4442
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4448
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4443
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4383
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4196
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4201
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4360
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4384
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4405
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4386
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4425
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4429
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4445
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4411
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4414
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4423
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4420
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4424
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4438
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4441
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4449
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4416
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4419
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4197
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4342
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4277
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___654
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___655
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___656
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___657
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___659
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___658
Mus_musculus_domesticus	s__CAG-873_sp009775225___Mus_musculus_domesticus___660
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4187
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4198
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4205
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4185
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4230
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4266
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4179
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4183
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4274
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4248
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4373
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4398
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4188
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4190
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4330
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4281
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4328
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4264
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4340
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4184
Mus_musculus_domesticus	s__CAG-873_sp002490635___Mus_musculus_domesticus___669
Mus_musculus_domesticus	s__CAG-873_sp002490635___Mus_musculus_domesticus___670
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4239
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4262
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4294
Neotoma_lepida	g__CAG-873___Neotoma_lepida___4346
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4380
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4389
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4222
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4256
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4260
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4275
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4224
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4297
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4300
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4308
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4304
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4312
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4302
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4306
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4314
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4310
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4309
Peromyscus_californicus	g__CAG-873___Peromyscus_californicus___4353
Peromyscus_maniculatus	g__CAG-873___Peromyscus_maniculatus___4378
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4364
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4394
Rattus_norvegicus	s__CAG-873_sp900550395___Rattus_norvegicus___618
Rattus_norvegicus	s__CAG-873_sp900550395___Rattus_norvegicus___619
Rattus_norvegicus	s__CAG-873_sp900550395___Rattus_norvegicus___620
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4225
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4363
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4395
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4371
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4338
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4180
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4186
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4202
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4216
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4226
Microtus_agrestis	g__CAG-873___Microtus_agrestis___4214
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4329
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4240
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4366
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4370
Mus_musculus_domesticus	s__CAG-873_sp009775265___Mus_musculus_domesticus___649
Mus_musculus_domesticus	s__CAG-873_sp009775265___Mus_musculus_domesticus___651
Mus_musculus_domesticus	s__CAG-873_sp009775265___Mus_musculus_domesticus___650
Mus_musculus_domesticus	s__CAG-873_sp009775265___Mus_musculus_domesticus___652
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4408
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4409
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4412
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4418
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4422
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4410
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4189
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4199
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4359
Peromyscus_leucopus	g__CAG-873___Peromyscus_leucopus___4372
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4432
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4439
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4436
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4426
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4446
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4367
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4393
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4399
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4295
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4427
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4336
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4296
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4434
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4435
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4203
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4270
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4286
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4223
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4333
Neotoma_albigula	g__CAG-873___Neotoma_albigula___4339
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4232
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4273
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4227
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4237
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4283
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4430
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4355
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4291
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4303
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4292
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4217
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4218
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4220
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4253
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4263
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4278
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4267
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4236
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4285
Microtus_arvalis	g__CAG-873___Microtus_arvalis___4219
Microtus_agrestis	g__CAG-873___Microtus_agrestis___4213
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4331
Myodes_glareolus	g__CAG-873___Myodes_glareolus___4334
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4245
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4255
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4271
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4444
Peromyscus_polionotus	g__CAG-873___Peromyscus_polionotus___4388
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4284
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4428
Rattus_norvegicus	s__CAG-873_sp900554715___Rattus_norvegicus___617
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4289
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4293
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4290
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4298
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4431
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4440
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4437
Rattus_norvegicus	g__CAG-873___Rattus_norvegicus___4433
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4299
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4301
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4315
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4305
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4307
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4311
Mus_musculus_domesticus	g__CAG-873___Mus_musculus_domesticus___4313
Apodemus_agrarius	g__CAG-873___Apodemus_agrarius___4182
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4192
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4204
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4191
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4194
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4193
Neotoma_stephensi	g__CAG-873___Neotoma_stephensi___4349
Microtus_oeconomus	g__CAG-873___Microtus_oeconomus___4288
Peromyscus_eremicus	g__CAG-873___Peromyscus_eremicus___4361
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4234
Apodemus_flavicollis	g__CAG-873___Apodemus_flavicollis___4206
Microtus_ochrogaster	g__CAG-873___Microtus_ochrogaster___4280
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___621
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___624
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___623
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___622
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___625
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___626
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___627
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___633
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___629
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___630
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___628
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___631
Mus_musculus_domesticus	s__CAG-873_sp009775535___Mus_musculus_domesticus___632
Peromyscus_californicus	s__Duncaniella_sp001689495___Peromyscus_californicus___524
Peromyscus_eremicus	s__Duncaniella_sp001689495___Peromyscus_eremicus___525
Peromyscus_maniculatus	s__Duncaniella_sp001689495___Peromyscus_maniculatus___527
Peromyscus_polionotus	s__Duncaniella_sp001689495___Peromyscus_polionotus___529
Peromyscus_polionotus	s__Duncaniella_sp001689495___Peromyscus_polionotus___528
Peromyscus_leucopus	s__Duncaniella_sp001689495___Peromyscus_leucopus___526
Rattus_norvegicus	s__Duncaniella_sp001701225___Rattus_norvegicus___521
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3899
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3929
Neotoma_albigula	g__Duncaniella___Neotoma_albigula___3934
Peromyscus_californicus	g__Duncaniella___Peromyscus_californicus___3938
Peromyscus_eremicus	g__Duncaniella___Peromyscus_eremicus___3941
Peromyscus_maniculatus	g__Duncaniella___Peromyscus_maniculatus___3949
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3953
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3842
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3850
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3860
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3852
Microtus_agrestis	g__Duncaniella___Microtus_agrestis___3874
Microtus_arvalis	g__Duncaniella___Microtus_arvalis___3882
Microtus_ochrogaster	g__Duncaniella___Microtus_ochrogaster___3894
Peromyscus_eremicus	g__Duncaniella___Peromyscus_eremicus___3939
Peromyscus_polionotus	g__Duncaniella___Peromyscus_polionotus___3955
Peromyscus_maniculatus	g__Duncaniella___Peromyscus_maniculatus___3947
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3843
Apodemus_agrarius	g__Duncaniella___Apodemus_agrarius___3848
Apodemus_flavicollis	g__Duncaniella___Apodemus_flavicollis___3868
